,cluster_id,cluster_title,verb_list,actual_data_list,member_lemma
181,181,color,"['colourize' 'colourise' 'discolour' 'distort' 'color' 'gloss' 'colorise'
 'colour_in' 'emblazon' 'discolor' 'color_in' 'tinge' 'colorize' 'colour']",[['color' '1']],['color']
182,182,market,['commercialise' 'market' 'commercialize'],"[['commercialize' '2']
 ['market' '10']]",['commercialize' 'market']
183,183,communicate,"['commune' 'pass_along' 'communicate' 'transmit' 'convey'
 'intercommunicate' 'pass_on' 'put_across' 'pass']",[['communicate' '3']],['communicate']
184,184,compare,['compare' 'equate' 'liken'],[['compare' '3159']],['compare']
185,185,compart,['compart'],[['compart' '1']],['compart']
186,186,compartmentalize,['compartmentalise' 'cut_up' 'compartmentalize'],[['compartmentalize' '1']],['compartmentalize']
187,187,decline,"['spurn' 'chasten' 'pooh-pooh' 'correct' 'winnow_out' 'worsen' 'turn_down'
 'resist' 'even_out' 'go_down' 'refuse' 'recompense' 'pay' 'pass_up'
 'right' 'defy' 'redress' 'rule_out' 'compensate' 'disapprove' 'chastise'
 'scorn' 'rectify' 'turn_away' 'deny' 'remunerate' 'slump' 'decline'
 'repair' 'adjust' 'make_up' 'objurgate' 'sort_out' 'even_off' 'cover'
 'overcompensate' 'castigate' 'counterbalance' 'wane' 'disdain' 'reject'
 'pay_off' 'indemnify' 'discipline' 'set' 'even_up' 'freeze_off'
 'eliminate']","[['compensate' '11']
 ['correct' '26']
 ['decline' '250']
 ['refuse' '12']
 ['reject' '8']
 ['wane' '10']]",['compensate' 'correct' 'decline' 'refuse' 'reject' 'wane']
188,188,compete,['contend' 'vie' 'compete'],[['compete' '28']],['compete']
189,189,complain,['plain' 'quetch' 'kvetch' 'kick' 'sound_off' 'complain'],[['complain' '22']],['complain']
190,190,complement,['complement'],[['complement' '6']],['complement']
191,191,complete,"['complete' 'finish' 'nail' 'make_out' 'fill_out' 'discharge' 'dispatch'
 'fill_in']",[['complete' '273']],['complete']
192,192,expand,"['magnify' 'fine-tune' 'blow_up' 'perplex' 'complicate' 'dilate'
 'lucubrate' 'expound' 'inflate' 'flourish' 'amplify' 'expatiate'
 'enlarge' 'rectify' 'boom' 'rarify' 'exposit' 'thrive' 'refine' 'down'
 'polish' 'expand' 'work_out' 'elaborate' 'extend' 'spread_out'
 'flesh_out']","[['complicate' '8']
 ['elaborate' '4']
 ['enlarge' '19']
 ['expand' '95']
 ['refine' '2']]",['complicate' 'elaborate' 'enlarge' 'expand' 'refine']
193,193,comply,['follow' 'comply' 'abide_by'],[['comply' '6']],['comply']
194,194,perceive,"['compass' 'get_the_picture' 'savvy' 'perceive' 'grok' 'grasp' 'dig'
 'encompass' 'apprehend' 'comprehend' 'cover' 'embrace']","[['comprehend' '1']
 ['perceive' '30']]",['comprehend' 'perceive']
195,195,establish,"['lie' 'get' 'populate' 'brood' 'nominate' 'observe' 'recover' 'determine'
 'imprint' 'find_out' 'form' 'launch' 'lay_down' 'shape' 'set_up'
 'ascertain' 'influence' 'mildew' 'contain' 'harp' 'spring' 'mold'
 'regain' 'find_oneself' 'rule' 'institute' 'work' 'take_shape' 'consist'
 'incur' 'line_up' 'set_in_motion' 'bring' 'obtain' 'encounter' 'found'
 'forge' 'find' 'detect' 'put_in' 'name' 'establish' 'lie_in' 'prove'
 'witness' 'come_up' 'give' 'discover' 'organize' 'ground' 'notice'
 'retrieve' 'model' 'live' 'appoint' 'dwell' 'make_up' 'mould' 'be'
 'represent' 'constitute' 'organise' 'plunge' 'regulate' 'demonstrate'
 'take_form' 'instal' 'show' 'bump' 'happen' 'incorporate' 'inhabit'
 'install' 'get_hold' 'comprise' 'base' 'cast' 'make' 'shew' 'build'
 'chance' 'feel' 'plant' 'see' 'receive' 'impress']","[['comprise' '142']
 ['consist' '113']
 ['constitute' '26']
 ['dwell' '23']
 ['establish' '306']
 ['form' '47']
 ['found' '5']
 ['imprint' '12']
 ['inhabit' '2']
 ['instal' '2']
 ['institute' '4']
 ['launch' '17']
 ['mold' '1']
 ['shape' '13']]","['comprise' 'consist' 'constitute' 'dwell' 'establish' 'form' 'found'
 'imprint' 'inhabit' 'instal' 'institute' 'launch' 'mold' 'shape']"
196,196,compromise,['compromise'],[['compromise' '44']],['compromise']
197,197,computerize,['computerise' 'cybernate' 'computerize'],"[['computerise' '1']
 ['computerize' '3']]",['computerise' 'computerize']
198,198,conceal,['hold_in' 'hold_back' 'hide' 'conceal'],[['conceal' '3']],['conceal']
199,199,relate,"['allude' 'appertain' 'link_up' 'interest' 'advert' 'pertain' 'link'
 'have-to_doe_with' 'reach' 'stir' 'cite' 'refer' 'denote' 'occupy'
 'mention' 'tie_in' 'relate' 'tint' 'interrelate' 'adjoin' 'partake'
 'affect' 'consult' 'come_to' 'bear_upon' 'contact' 'impact' 'bring_up'
 'associate' 'tinct' 'disturb' 'touch_on' 'touch' 'meet' 'name' 'match'
 'bear_on' 'worry' 'connect' 'tinge' 'concern' 'rival' 'equal' 'look_up'
 'extend_to' 'colligate']","[['concern' '63']
 ['pertain' '11']
 ['refer' '109']
 ['relate' '1044']
 ['touch' '1']]",['concern' 'pertain' 'refer' 'relate' 'touch']
200,200,concert,['concert'],[['concert' '2']],['concert']
201,201,confer,"['confab' 'refer' 'confer' 'confer_with' 'confabulate' 'look_up' 'consult'
 'bestow']","[['confer' '129']
 ['consult' '22']]",['confer' 'consult']
202,202,introduce,"['forego' 'enfold' 'shut_in' 'antecede' 'inaugurate' 'throttle' 'slip_in'
 'tuck' 'stick_in' 'restrain' 'usher_in' 'enter' 'bring_out' 'enclose'
 'circumscribe' 'limit' 'innovate' 'insert' 'bound' 'predate' 'lead'
 'confine' 'infix' 'hold_in' 'bring_in' 'come_before' 'put_in' 'present'
 'enwrap' 'trammel' 'wrap' 'acquaint' 'envelop' 'raven' 'foredate' 'prey'
 'sneak_in' 'preface' 'close_in' 'hold' 'premiss' 'precede' 'antedate'
 'introduce' 'detain' 'inclose' 'premise' 'restrict' 'forgo']","[['confine' '5']
 ['enclose' '1']
 ['envelop' '5']
 ['insert' '3']
 ['introduce' '59']
 ['precede' '44']
 ['predate' '1']
 ['premise' '1']]","['confine' 'enclose' 'envelop' 'insert' 'introduce' 'precede' 'predate'
 'premise']"
203,203,conflict,['conflict' 'infringe' 'contravene' 'run_afoul'],[['conflict' '15']],['conflict']
204,204,confound,"['throw' 'disconcert' 'confuse' 'bedevil' 'blur' 'put_off' 'flurry'
 'confound' 'jumble' 'discombobulate' 'obnubilate' 'fox' 'mix_up'
 'obscure' 'befuddle' 'fuddle']","[['confound' '71']
 ['confuse' '3']]",['confound' 'confuse']
205,205,face,['face' 'front' 'present' 'confront' 'look' 'face_up'],"[['confront' '1']
 ['face' '29']]",['confront' 'face']
206,206,conjugate,['conjugate'],[['conjugate' '13']],['conjugate']
207,207,conserve,"['maintain' 'keep_up' 'conserve' 'economize' 'husband' 'economise'
 'preserve']",[['conserve' '33']],['conserve']
208,208,consolidate,['consolidate'],[['consolidate' '2']],['consolidate']
209,209,constrain,"['tighten_up' 'stiffen' 'restrain' 'constrain' 'cumber' 'encumber'
 'tighten']","[['constrain' '6']
 ['stiffen' '1']]",['constrain' 'stiffen']
210,210,deplete,"['deplete' 'tucker' 'release' 'tiptoe' 'topple' 'tilt' 'flux' 'tip_off'
 'give' 'ingest' 'eat_up' 'menstruate' 'exhaust' 'eat_on' 'run'
 'fertilize' 'bung' 'tumble' 'play_out' 'run_down' 'fall' 'tucker_out'
 'tip' 'lean' 'squander' 'take_in' 'fertilise' 'angle' 'consume' 'flow'
 'tippytoe' 'course' 'rust' 'tire' 'take' 'go_through' 'feed_in'
 'run_through' 'waste' 'feed' 'wash_up' 'have' 'sap' 'wipe_out' 'down'
 'prey' 'slant' 'discharge' 'corrode' 'ware' 'feast' 'fee' 'tap' 'eat'
 'expel' 'hang' 'beat' 'eject' 'devour' 'use_up']","[['consume' '7']
 ['deplete' '58']
 ['eat' '3']
 ['exhaust' '4']
 ['feed' '12']
 ['flow' '31']
 ['tip' '1']]",['consume' 'deplete' 'eat' 'exhaust' 'feed' 'flow' 'tip']
211,211,contact,['touch' 'get_hold_of' 'meet' 'get_through' 'contact' 'adjoin' 'reach'],[['contact' '15']],['contact']
212,212,contaminate,['pollute' 'contaminate' 'foul'],[['contaminate' '8']],['contaminate']
213,213,continue,"['go_along' 'continue' 'go_forward' 'move' 'go_on' 'go' 'retain' 'keep_on'
 'uphold' 'remain' 'stay' 'keep' 'persist_in' 'cover' 'bear_on' 'carry_on'
 'extend' 'preserve' 'stay_on' 'proceed']","[['continue' '278']
 ['proceed' '13']]",['continue' 'proceed']
214,214,contradict,['belie' 'negate' 'contradict' 'controvert' 'contravene' 'oppose'],[['contradict' '2']],['contradict']
215,215,contraindicate,['contraindicate'],[['contraindicate' '14']],['contraindicate']
216,216,contrast,['contrast' 'counterpoint'],[['contrast' '7']],['contrast']
217,217,convalesce,['convalesce' 'recuperate' 'recover'],[['convalesce' '3']],['convalesce']
218,218,convene,['convene' 'convoke'],[['convene' '3']],['convene']
219,219,converge,['converge' 'meet'],[['converge' '1']],['converge']
220,220,correlate,['correlate'],[['correlate' '539']],['correlate']
221,221,cost,['be' 'cost'],[['cost' '3']],['cost']
222,222,cough,['cough'],[['cough' '7']],['cough']
223,223,weaken,"['neutralize' 'weaken' 'undermine' 'break' 'soften' 'cave' 'de-escalate'
 'countercheck' 'antagonize' 'step_down' 'sabotage' 'dampen' 'countermine'
 'counterbalance' 'damp' 'antagonise' 'counteract' 'subvert' 'countervail']","[['counteract' '7']
 ['undermine' '1']
 ['weaken' '20']]",['counteract' 'undermine' 'weaken']
224,224,pair,"['couple' 'copulate' 'partner_off' 'couple_on' 'mate' 'twin' 'pair'
 'geminate' 'couple_up' 'match' 'pair_off']","[['couple' '31']
 ['pair' '67']]",['couple' 'pair']
225,225,craft,['craft'],[['craft' '1']],['craft']
226,226,create,['make' 'create' 'produce'],[['create' '74']],['create']
227,227,cripple,['lame' 'stultify' 'cripple'],[['cripple' '1']],['cripple']
228,228,crowd,['crowd_together' 'push' 'crowd' 'herd'],[['crowd' '4']],['crowd']
229,229,crust,['crust'],[['crust' '1']],['crust']
230,230,culture,['culture'],[['culture' '14']],['culture']
231,231,cure,['cure' 'bring_around' 'heal'],[['cure' '13']],['cure']
232,232,reduce,"['twist' 'trend' 'crook' 'curve' 'load_up' 'cut' 'prune' 'decoct' 'arc'
 'thin_out' 'slim_down' 'concentrate' 'cut_down' 'abridge' 'orient'
 'rationalize' 'trim_back' 'snub' 'shorten' 'charge' 'extend'
 'rationalise' 'stretch' 'scale_down' 'curl' 'slew' 'bring_down' 'subdue'
 'write_out' 'stretch_along' 'arch' 'edit' 'veer' 'debase' 'shrink'
 'edit_out' 'abbreviate' 'lade' 'dilute' 'elongate' 'come_down' 'repress'
 'geld' 'thin' 'contract' 'disregard' 'sew' 'wind' 'make_out' 'turn_off'
 'slue' 'deoxidise' 'lose_weight' 'slenderize' 'sheer' 'tighten'
 'melt_off' 'reduce' 'ignore' 'kink' 'hack' 'foreshorten' 'tailor'
 'trim_down' 'quash' 'subjugate' 'laden' 'load' 'cut_back' 'skip' 'swerve'
 'switch_off' 'unfold' 'trim' 'keep_down' 'adulterate' 'boil_down' 'burn'
 'slim' 'cut_off' 'deoxidize' 'issue' 'turn_out' 'stretch_out'
 'tailor-make']","[['curve' '15']
 ['cut' '43']
 ['dilute' '4']
 ['load' '14']
 ['reduce' '1292']
 ['stretch' '2']
 ['tailor' '20']
 ['trend' '13']]",['curve' 'cut' 'dilute' 'load' 'reduce' 'stretch' 'tailor' 'trend']
233,233,customize,['customize' 'customise' 'custom-make' 'tailor-make'],[['customize' '3']],['customize']
234,234,cycle,['motorbike' 'pedal' 'bicycle' 'bike' 'wheel' 'motorcycle' 'cycle'],[['cycle' '1']],['cycle']
235,235,damage,['damage'],[['damage' '1']],['damage']
236,236,date,['go_steady' 'see' 'go_out' 'date' 'date_stamp'],[['date' '4']],['date']
237,237,drain,['debilitate' 'run_out' 'drain' 'enfeeble'],"[['debilitate' '7']
 ['drain' '27']]",['debilitate' 'drain']
238,238,debut,['debut'],[['debut' '1']],['debut']
239,239,decay,['crumble' 'dilapidate' 'decay' 'disintegrate' 'decompose'],[['decay' '9']],['decay']
240,240,die,"['go_along' 'get' 'surpass' 'vocalize' 'fit' 'overtake' 'be_active'
 'go_on' 'croak' 'function' 'make_a_motion' 'take_place' 'evanesce'
 'travel_by' 'turn_over' 'hand' 'neglect' 'move_around' 'affect'
 'come_about' 'survive' 'mesh' 'go_through' 'make_it' 'vowelise'
 'pass_along' 'buy_the_farm' 'pass_away' 'lapse' 'voice' 'perish'
 'journey' 'extend' 'fathom' 'control' 'go_past' 'motivate' 'guide'
 'break_down' 'work' 'excrete' 'articulate' 'conk' 'move' 'depart'
 'pass_by' 'run_out' 'betray' 'expire' 'fall' 'fade' 'live_on' 'phonate'
 'hap' 'plump' 'transcend' 'lead' 'locomote' 'go_bad' 'belong' 'fall_out'
 'go_by' 'trip' 'hold_out' 'fail' 'flush_it' 'miscarry' 'blend' 'spend'
 'last' 'authorise' 'decease' 'go_across' 'occur' 'pass_on' 'exhale'
 'actuate' 'eliminate' 'lock' 'rifle' 'hold_up' 'glide_by' 'run_short'
 'reach' 'give' 'vocalise' 'jaunt' 'breathe_out' 'go' 'clear' 'drop_dead'
 'give_out' 'displace' 'break' 'become' 'fleet' 'devolve' 'pass_off' 'act'
 'live' 'slip_by' 'return' 'exceed' 'overstep' 'die_out' 'sink' 'run_low'
 'make_pass' 'prompt' 'authorize' 'blend_in' 'communicate' 'vowelize'
 'become_flat' 'slide_by' 'engage' 'egest' 'maneuver' 'proceed' 'draw'
 'go_wrong' 'enunciate' 'choke' 'travel' 'elapse' 'happen' 'slip_away'
 'give-up_the_ghost' 'blow_over' 'manoeuvre' 'die' 'go_away' 'overhaul'
 '""cash_in_ones_chips""' 'snuff_it' 'run' 'operate' 'propel' 'get_going'
 'operate_on' 'start' 'give_way' 'pall' 'pop_off' 'bomb' 'manoeuver'
 'endure' 'impel' 'sound' 'incite' 'strike' 'pass' 'conk_out' 'legislate'
 'flunk' 'kick_the_bucket' 'put_across' 'impress' 'exit' 'top']","[['decease' '1']
 ['die' '262']
 ['expire' '4']
 ['fail' '82']
 ['go' '45']
 ['move' '19']
 ['operate' '40']
 ['pass' '25']
 ['propel' '1']
 ['sound' '2']
 ['travel' '5']
 ['vocalize' '1']]","['decease' 'die' 'expire' 'fail' 'go' 'move' 'operate' 'pass' 'propel'
 'sound' 'travel' 'vocalize']"
241,241,eliminate,"['carry_off' 'excrete' 'winnow_out' 'eradicate' 'decimate' 'rule_out'
 'uproot' 'root_out' 'annihilate' 'wipe_out' 'do_away_with' 'extirpate'
 'obviate' 'get_rid_of' 'pass' 'reject' 'rid_of' 'exterminate' 'egest'
 'eliminate' 'extinguish']","[['decimate' '1']
 ['eliminate' '39']
 ['eradicate' '5']]",['decimate' 'eliminate' 'eradicate']
242,242,decipher,['decode' 'decipher' 'trace' 'decrypt'],[['decipher' '4']],['decipher']
243,243,decouple,['decouple' 'dissociate' 'uncouple'],"[['decouple' '1']
 ['uncouple' '1']]",['decouple' 'uncouple']
244,244,decrease,['lessen' 'subside' 'fall' 'diminish' 'decrease' 'minify' 'belittle'],"[['decrease' '612']
 ['diminish' '69']
 ['lessen' '3']]",['decrease' 'diminish' 'lessen']
245,245,derive,"['understand' 'infer' 'come' 'deduct' 'derive' 'guess' 'generalize'
 'deduce' 'extrapolate' 'gain' 'descend' 'educe' 'generalise']","[['deduce' '1']
 ['derive' '182']
 ['infer' '8']]",['deduce' 'derive' 'infer']
246,246,deem,['take_for' 'view_as' 'deem' 'hold'],[['deem' '14']],['deem']
247,247,defect,['desert' 'defect'],[['defect' '4']],['defect']
248,248,defer,"['submit' 'hold_over' 'accede' 'tabulate' 'prorogue' 'defer' 'postpone'
 'tabularise' 'slacken' 'send_back' 'put_off' 'table' 'bow' 'give_in'
 'set_back' 'tabularize' 'shelve' 'put_over' 'remit' 'remand']","[['defer' '18']
 ['postpone' '17']
 ['remit' '8']
 ['table' '1']
 ['tabulate' '4']]",['defer' 'postpone' 'remit' 'table' 'tabulate']
249,249,describe,"['get' 'pull_in' 'restore' 'desexualize' 'determine' 'restitute' 'tie'
 'amend' 'limit' 'attract' 'hound' 'quarter' 'wander' 'eviscerate'
 'delimit' 'take_up' 'set_up' 'bushel' 'draw_in' 'repair' 'reestablish'
 'reinstate' 'touch_on' 'puff' 'draw_off' 'fasten' 'groom' 'pay_off'
 'fixate' 'recreate' 'guide' 'disembowel' 'draft' 'vivify' 'absorb' 'pull'
 'unsex' 'quicken' 'sop_up' 'furbish_up' 'retrace' 'hunt' 'compensate'
 'limn' 'take_in' 'reap' 'rectify' 'soak_up' 'key_out' 'devise'
 'pull_back' 'identify' 'get_out' 'key' 'name' 'trace' 'suck' 'situate'
 'line' 'distinguish' 'regenerate' 'wind' 'weave' 'settle_on' 'recompense'
 'force' 'train' 'discover' 'organize' 'desex' 'deposit' 'decipher'
 'desexualise' 'sterilize' 'adumbrate' 'gear_up' 'machinate' 'resort'
 'revivify' 'describe' 'depict' 'string' 'take_out' 'report' 'organise'
 'pay_back' 'account' 'renovate' 'meander' 'imbibe' 'specify' 'draw'
 'delimitate' 'get_up' 'animate' 'fix' 'drag' 'withdraw' 'delineate'
 'sterilise' 'rejuvenate' 'run_along' 'outline' 'reanimate' 'follow' 'run'
 'reconstruct' 'revive' 'remedy' 'secure' 'cast' 'define' 'posit'
 'educate' 'make' 'develop' 'cook' 'doctor' 'pull_out' 'thread' 'pass'
 'ready' 'sketch' 'mend' 'set' 'suck_up' 'remediate' 'prepare' 'indemnify'
 'draw_and_quarter']","[['define' '377']
 ['delineate' '6']
 ['describe' '522']
 ['draw' '43']
 ['fix' '38']
 ['fixate' '1']
 ['line' '1']
 ['outline' '13']
 ['prepare' '37']
 ['repair' '1']
 ['restore' '32']
 ['sterilize' '17']
 ['thread' '1']
 ['trace' '25']]","['define' 'delineate' 'describe' 'draw' 'fix' 'fixate' 'line' 'outline'
 'prepare' 'repair' 'restore' 'sterilize' 'thread' 'trace']"
250,250,defray,['defray'],[['defray' '1']],['defray']
251,251,demise,['demise'],[['demise' '1']],['demise']
252,252,demyelinate,['demyelinate'],[['demyelinate' '16']],['demyelinate']
253,253,deny,['abnegate' 'deny' 'traverse' 'refuse'],[['deny' '2']],['deny']
254,254,depict,"['impersonate' 'describe' 'render' 'depict' 'present' 'show' 'limn' 'draw'
 'picture' 'portray']","[['depict' '6']
 ['portray' '1']]",['depict' 'portray']
255,255,deploy,['deploy'],[['deploy' '42']],['deploy']
256,256,deprive,"['denude' 'rifle' 'strip' 'unclothe' 'impoverish' 'disrobe' 'undress'
 'despoil' 'ransack' 'disinvest' 'plunder' 'pillage' 'peel' 'dismantle'
 'uncase' 'clean' 'bare' 'foray' 'leach' 'deprive' 'denudate' 'reave'
 'divest' 'loot' 'discase' 'strip_down']","[['deprive' '15']
 ['divest' '1']
 ['strip' '2']]",['deprive' 'divest' 'strip']
257,257,derange,['perturb' 'unbalance' 'derange' 'throw_out_of_kilter'],[['derange' '1']],['derange']
258,258,desensitize,['desensitize' 'desensitise'],[['desensitize' '2']],['desensitize']
259,259,deserve,['deserve' 'merit'],[['deserve' '13']],['deserve']
260,260,design,['project' 'plan' 'contrive' 'design' 'be_after'],"[['design' '150']
 ['plan' '76']]",['design' 'plan']
261,261,desire,['desire' 'trust' 'hope' 'go_for' 'want'],"[['desire' '11']
 ['hope' '5']]",['desire' 'hope']
262,262,destabilize,['destabilize' 'destabilise'],[['destabilize' '1']],['destabilize']
263,263,destroy,['demolish' 'put_down' 'destroy' 'ruin' 'destruct'],[['destroy' '1']],['destroy']
264,264,detail,['detail'],[['detail' '3']],['detail']
265,265,detect,['discover' 'observe' 'notice' 'detect' 'find'],[['detect' '1060']],['detect']
266,266,deteriorate,['degenerate' 'drop' 'devolve' 'deteriorate'],[['deteriorate' '6']],['deteriorate']
267,267,devastate,"['languish' 'run_off' 'liquidate' 'neutralise' 'neutralize' 'pine_away'
 'knock_off' 'squander' 'consume' 'lay_waste_to' 'blow' 'rot' 'devastate'
 'waste' 'scourge' 'emaciate' 'desolate' 'ware' 'macerate' 'do_in'
 'ravage']","[['devastate' '1']
 ['waste' '1']]",['devastate' 'waste']
268,268,vary,"['deviate' 'change' 'variegate' 'vary' 'diverge' 'motley' 'depart' 'alter'
 'divert']","[['deviate' '1']
 ['diverge' '3']
 ['vary' '160']]",['deviate' 'diverge' 'vary']
269,269,formulate,"['explicate' 'contrive' 'get_up' 'articulate' 'organize' 'give_voice'
 'phrase' 'excogitate' 'invent' 'formulate' 'devise' 'prepare' 'forge'
 'develop' 'organise' 'machinate' 'word']","[['devise' '7']
 ['formulate' '61']]",['devise' 'formulate']
270,270,devote,['give' 'pay' 'dedicate' 'commit' 'devote' 'consecrate'],[['devote' '1']],['devote']
271,271,diagnose,['diagnose' 'name'],[['diagnose' '394']],['diagnose']
272,272,dialyze,['dialyze' 'dialyse'],[['dialyze' '2']],['dialyze']
273,273,dichotomise,['dichotomize' 'dichotomise'],"[['dichotomise' '1']
 ['dichotomize' '1']]",['dichotomise' 'dichotomize']
274,274,prescribe,['prescribe' 'order' 'dictate'],"[['dictate' '5']
 ['prescribe' '24']]",['dictate' 'prescribe']
275,275,differ,['dissent' 'take_issue' 'discord' 'differ' 'disaccord' 'disagree'],"[['differ' '166']
 ['disagree' '1']]",['differ' 'disagree']
276,276,recognize,"['distinguish' 'secern' 'mark' 'severalize' 'spy' 'know' 'fleck'
 'acknowledge' 'recognize' 'tell' 'espy' 'agnise' 'blot' 'descry'
 'make_out' 'discover' 'specialise' 'signalize' 'specialize' 'blob'
 'differentiate' 'discern' 'agnize' 'key_out' 'blemish' 'describe'
 'realise' 'pick_out' 'accredit' 'identify' 'recognise' 'key' 'name'
 'speciate' 'severalise' 'realize' 'secernate' 'greet' 'tell_apart'
 'signalise' 'spot' 'separate']","[['differentiate' '40']
 ['distinguish' '40']
 ['recognise' '10']
 ['recognize' '101']
 ['spot' '2']]",['differentiate' 'distinguish' 'recognise' 'recognize' 'spot']
277,277,disadvantage,['disadvantage' 'disfavour' 'disfavor'],[['disadvantage' '1']],['disadvantage']
278,278,disappear,['vanish' 'melt' 'go_away' 'disappear' 'evaporate'],[['disappear' '19']],['disappear']
279,279,discard,"['throw_away' 'toss_away' 'dispose' 'fling' 'put_away' 'chuck_out'
 'cast_out' 'throw_out' 'toss' 'cast_away' 'discard' 'cast_aside'
 'toss_out']",[['discard' '2']],['discard']
280,280,discern,"['spot' 'discern' 'pick_out' 'recognise' 'distinguish' 'make_out'
 'tell_apart' 'recognize']",[['discern' '1']],['discern']
281,281,displace,"['disregard' 'preempt' 'send_away' 'give_the_axe' 'sack' 'move'
 'push_aside' 'usher_out' 'brush_aside' 'displace' 'cut' 'give_notice'
 'stop' 'cease' 'give_the_sack' 'neglect' 'can' 'discount' 'dissolve'
 'force_out' 'dismiss' 'fire' 'snub' 'throw_out' 'ignore' 'brush_off'
 'terminate' 'end' 'finish' 'send_packing' 'drop']","[['discount' '1']
 ['dismiss' '3']
 ['displace' '8']
 ['ignore' '3']
 ['terminate' '6']]",['discount' 'dismiss' 'displace' 'ignore' 'terminate']
282,282,discourage,['admonish' 'monish' 'discourage' 'warn' 'deter'],"[['discourage' '5']
 ['warn' '3']]",['discourage' 'warn']
283,283,discriminate,['discriminate' 'single_out' 'separate' 'know_apart'],[['discriminate' '5']],['discriminate']
284,284,discuss,['discuss' 'discourse' 'talk_over' 'talk_about' 'hash_out'],[['discuss' '75']],['discuss']
285,285,disentangle,"['extricate' 'comb_out' 'comb' 'straighten_out' 'disinvolve' 'unwind'
 'untangle' 'unsnarl' 'disembroil' 'disencumber' 'disentangle']",[['disentangle' '3']],['disentangle']
286,286,perturb,"['disquiet' 'throw_out_of_kilter' 'cark' 'unhinge' 'derange' 'trouble'
 'perturb' 'distract' 'disarray' 'disorder']","[['disorder' '1']
 ['perturb' '2']]",['disorder' 'perturb']
287,287,dispel,"['drive_away' 'turn_back' 'dispel' 'dissipate' 'disperse' 'break_up'
 'drive_out' 'drive_off' 'run_off' 'scatter' 'chase_away']",[['dispel' '1']],['dispel']
288,288,display,['expose' 'display' 'exhibit'],[['display' '109']],['display']
289,289,disqualify,['indispose' 'disqualify' 'unfit'],[['disqualify' '1']],['disqualify']
290,290,disrupt,['break' 'disturb' 'break_up' 'cut_off' 'disrupt' 'interrupt'],"[['disrupt' '12']
 ['interrupt' '7']]",['disrupt' 'interrupt']
291,291,distance,['outdistance' 'outstrip' 'distance'],[['distance' '18']],['distance']
292,292,disturb,"['agitate' 'commove' 'touch' 'stir_up' 'disturb' 'trouble' 'interrupt'
 'raise_up' 'shake_up' 'vex' 'upset']",[['disturb' '5']],['disturb']
293,293,divide,"['carve_up' 'divide' 'fraction' 'part' 'disunite' 'separate' 'split_up'
 'split' 'dissever']",[['divide' '67']],['divide']
294,294,document,['document'],[['document' '219']],['document']
295,295,dominate,"['dominate' 'command' 'overlook' 'master' 'predominate' 'occult' 'overtop'
 'rule' 'overshadow' 'prevail' 'reign' 'loom' 'hulk' 'eclipse' 'tower']","[['dominate' '52']
 ['eclipse' '2']
 ['predominate' '21']]",['dominate' 'eclipse' 'predominate']
296,296,donate,['donate'],[['donate' '18']],['donate']
297,297,dose,['dose' 'drug'],[['dose' '3333']],['dose']
298,298,replicate,"['parallel' 'reduplicate' 'double' 'copy' 'retroflex' 'twin' 'duplicate'
 'replicate' 'repeat' 'double_up' 'double_over' 'collimate']","[['double' '13']
 ['duplicate' '2']
 ['parallel' '1']
 ['replicate' '24']]",['double' 'duplicate' 'parallel' 'replicate']
299,299,doubt,['doubt'],[['doubt' '1']],['doubt']
300,300,dovetail,['dovetail'],[['dovetail' '1']],['dovetail']
301,301,download,['download'],[['download' '3']],['download']
302,302,draft,['enlist' 'muster_in' 'outline' 'draft' 'draught' 'blueprint'],[['draft' '1']],['draft']
303,303,drink,"['tope' 'drink' 'booze' 'fuddle' 'salute' 'pledge' 'wassail' 'drink_in'
 'imbibe' 'toast']",[['drink' '11']],['drink']
304,304,dry,['dry' 'dry_out'],[['dry' '47']],['dry']
305,305,dub,['knight' 'dub' 'nickname'],[['dub' '4']],['dub']
306,306,effect,['effect' 'effectuate' 'set_up'],[['effect' '3']],['effect']
307,307,ejaculate,['blunder_out' 'blurt' 'ejaculate' 'blunder' 'blurt_out'],[['ejaculate' '4']],['ejaculate']
308,308,elapse,"['go_by' 'slide_by' 'slip_away' 'lapse' 'glide_by' 'slip_by' 'elapse'
 'go_along' 'pass']",[['elapse' '29']],['elapse']
309,309,elbow,['elbow'],[['elbow' '1']],['elbow']
310,310,elongate,['stretch' 'elongate'],[['elongate' '1']],['elongate']
311,311,elute,['elute'],[['elute' '1']],['elute']
312,312,email,['email' 'netmail' 'e-mail'],[['email' '6']],['email']
313,313,embed,['graft' 'imbed' 'implant' 'ingraft' 'engraft' 'plant' 'embed'],"[['embed' '1']
 ['engraft' '1']
 ['implant' '1']]",['embed' 'engraft' 'implant']
314,314,emerge,"['make_out' 'release' 'write' 'come_out' 'cut' 'come_forth' 'emerge'
 'egress' 'issue' 'supply' 'print' 'write_out' 'go_forth' 'bring_out'
 'put_out' 'publish']","[['emerge' '380']
 ['issue' '30']
 ['publish' '269']]",['emerge' 'issue' 'publish']
315,315,emulate,['emulate'],[['emulate' '2']],['emulate']
316,316,emulsify,['emulsify'],[['emulsify' '1']],['emulsify']
317,317,enable,['enable'],[['enable' '74']],['enable']
318,318,encapsulate,['capsule' 'capsulize' 'capsulise' 'encapsulate'],[['encapsulate' '13']],['encapsulate']
