,Lemmatized Verb,Frequency,Synset,Status
2200,reviewedcollected,1,,invalid
2201,revise,11,['revise' 'retool'],valid
2202,revolutionize,1,['revolutionize' 'inspire' 'revolutionise' 'overturn'],valid
2203,reÃÂÂevaluated,1,,invalid
2204,reÃÂÂopening,2,,invalid
2205,rhh-001,1,,invalid
2206,rhinitis,2,,invalid
2207,rhinovirusenterovirus,1,,invalid
2208,rho0255,1,,invalid
2209,ribonucleic,9,,invalid
2210,richness,1,,invalid
2211,rightsign,3,,invalid
2212,rigor,1,,invalid
2213,ripple,1,"['undulate' 'babble' 'burble' 'riffle' 'bubble' 'cockle' 'ripple' 'ruffle'
 'gurgle' 'guggle']",valid
2214,rise,69,"['develop' 'come_up' 'originate' 'prove' 'uprise' 'spring_up' 'wax'
 'climb_up' 'stand_up' 'turn_out' 'go_up' 'mount' 'surface' 'rise' 'lift'
 'heighten' 'jump' 'rear' 'get_up' 'ascend' 'climb' 'grow' 'rebel'
 'resurrect' 'move_up' 'rise_up' 'arise']",valid
2215,risk,20,"['put_on_the_line' 'run_a_risk' 'lay_on_the_line' 'gamble' 'take_chances'
 'risk' 'hazard' 'take_a_chance' 'chance' 'adventure']",valid
2216,rituximab,1,,invalid
2217,rnadjuvant,1,,invalid
2218,roam,1,"['tramp' 'ramble' 'drift' 'wander' 'rove' 'roam' 'cast' 'roll' 'swan'
 'vagabond' 'range' 'stray']",valid
2219,robust,4,,invalid
2220,rocca,1,,invalid
2221,role,4,,invalid
2222,roll,21,"['ramble' 'flap' 'wheel' 'vagabond' 'wind' 'twine' 'wander' 'hustle'
 'wave' 'cast' 'roll' 'wrap' 'range' 'roll_up' 'revolve' 'tramp'
 'undulate' 'pluck' 'drift' 'rove' 'roam' 'turn_over' 'swan' 'seethe'
 'roll_out' 'stray']",valid
2223,rollout,1,,invalid
2224,roseaÃÂÂlike,1,,invalid
2225,round,4,"['flesh_out' 'snipe' 'polish' 'labialise' 'attack' 'round_down'
 'round_out' 'lash_out' 'assault' 'round' 'round_off' 'assail' 'fill_out'
 'polish_up' 'labialize' 'brush_up']",valid
2226,rout,1,"['spread-eagle' 'spreadeagle' 'expel' 'rout' 'root' 'gouge' 'rout_out'
 'rootle']",valid
2227,route,4,['route'],valid
2228,rpa,1,,invalid
2229,rr020,1,,invalid
2230,rr050,1,,invalid
2231,rr090,2,,invalid
2232,rr105,2,,invalid
2233,rrna,3,,invalid
2234,rrnag,2,,invalid
2235,rts,25,,invalid
2236,rubella,1,,invalid
2237,rule,6,"['harness' 'predominate' 'prevail' 'find' 'rule' 'reign' 'rein' 'govern'
 'dominate' 'decree']",valid
2238,run,29,"['head_for_the_hills' 'tend' 'bleed' 'guide' 'melt' 'work' 'lead'
 'unravel' 'pass' 'course' 'take_to_the_woods' 'hightail_it' 'play'
 'run_for' 'melt_down' 'hunt_down' 'be_given' 'lean' 'go' 'race' 'extend'
 'consort' 'range' 'incline' 'endure' 'hunt' 'move' 'draw' 'prevail'
 'operate' 'scarper' 'bunk' 'turn_tail' 'campaign' 'scat' 'carry' 'ladder'
 'die_hard' 'run' 'ply' 'persist' 'track_down' 'run_away' 'fly_the_coop'
 'feed' 'execute' 'black_market' 'flow' 'lam' 'function' 'break_away'
 'escape']",valid
2239,runny,1,,invalid
2240,ruses,1,,invalid
2241,rutter,2,,invalid
2242,rva,9,,invalid
2243,rve,2,,invalid
2244,s,1,,invalid
2245,sacrifice,1,['give' 'sacrifice'],valid
2246,sah,1,,invalid
2247,saliva,1,,invalid
2248,sample,78,['taste' 'try_out' 'sample' 'try'],valid
2249,sanitize,1,['sanitize' 'hygienize' 'hygienise' 'sanitise'],valid
2250,sapiens,2,,invalid
2251,sar,1,,invalid
2252,sarsÃÂÂcovÃÂÂ2ÃÂÂinfected,1,,invalid
2253,sarsÃÂÂcovÃÂÂ2ÃÂÂpreÃÂÂimmunized,1,,invalid
2254,sarsÃÂÂcovÃÂÂ2ÃÂÂunexposed,1,,invalid
2255,save,24,"['keep' 'make_unnecessary' 'salve' 'pull_through' 'bring_through'
 'carry_through' 'save_up' 'economize' 'keep_open' 'relieve' 'deliver'
 'lay_aside' 'hold_open' 'economise' 'write' 'save' 'redeem' 'spare'
 'salvage' 'preserve']",valid
2256,saw,8,"['go_steady' 'attend' 'watch' 'learn' 'discover' 'fancy' 'find_out'
 'visit' 'run_into' 'understand' 'control' 'run_across' 'determine' 'saw'
 'take_care' 'insure' 'ascertain' 'construe' 'get_word' 'regard' 'witness'
 'pick_up' 'encounter' 'see_to_it' 'picture' 'consider' 'reckon' 'date'
 'project' 'realize' 'visualise' 'ensure' 'escort' 'realise' 'get_a_line'
 'catch' 'visualize' 'meet' 'examine' 'view' 'take_in' 'go_out' 'check'
 'get_wind' 'experience' 'envision' 'assure' 'see' 'figure' 'hear' 'look'
 'come_across' 'image' 'go_through' 'find' 'interpret']",valid
2257,say,9,"['tell' 'aver' 'articulate' 'suppose' 'read' 'allege' 'enjoin' 'order'
 'sound_out' 'say' 'pronounce' 'enounce' 'state' 'enunciate']",valid
2258,scalable,2,,invalid
2259,scale,5,['descale' 'scale' 'surmount'],valid
2260,scan,6,['skim' 'read' 'scan' 'rake' 'run_down' 'glance_over'],valid
2261,scar,3,['pock' 'pit' 'mark' 'scar'],valid
2262,scarcity,1,,invalid
2263,scatter,4,"['spread' 'dispel' 'sprinkle' 'dissipate' 'disperse' 'break_up' 'dot'
 'dust' 'spread_out' 'scatter']",valid
2264,schedule,39,['schedule'],valid
2265,scheme,1,['scheme' 'intrigue' 'connive'],valid
2266,sciencedirect,1,,invalid
2267,scoping,2,,invalid
2268,score,8,['hit' 'tally' 'nock' 'score' 'grade' 'mark' 'seduce' 'make' 'rack_up'],valid
2269,scoreÃÂÂmatched,1,,invalid
2270,scottish,1,,invalid
2271,screen,320,['shield' 'test' 'sieve' 'screen_out' 'screen' 'block_out' 'sort' 'riddle'],valid
2272,scribe,1,['scribe'],valid
2273,scrutinize,5,['take_stock' 'size_up' 'scrutinise' 'inspect' 'scrutinize' 'audit'],valid
2274,scrutiny,1,,invalid
2275,sdnn,1,,invalid
2276,seal,1,['varnish' 'seal_off' 'seal'],valid
2277,search,107,['look' 'research' 'explore' 'look_for' 'search' 'seek'],valid
2278,seb,3,,invalid
2279,secrete,65,['release' 'secrete'],valid
2280,sed,1,,invalid
2281,see,461,"['go_steady' 'attend' 'watch' 'learn' 'discover' 'fancy' 'find_out'
 'visit' 'run_into' 'understand' 'control' 'run_across' 'determine'
 'take_care' 'insure' 'ascertain' 'construe' 'get_word' 'regard' 'witness'
 'pick_up' 'encounter' 'see_to_it' 'picture' 'consider' 'reckon' 'date'
 'project' 'realize' 'visualise' 'ensure' 'escort' 'realise' 'get_a_line'
 'catch' 'visualize' 'meet' 'examine' 'view' 'take_in' 'go_out' 'check'
 'get_wind' 'experience' 'envision' 'assure' 'see' 'figure' 'hear' 'look'
 'come_across' 'image' 'go_through' 'find' 'interpret']",valid
2282,seed,5,['seed' 'sow'],valid
2283,seek,118,['try' 'essay' 'attempt' 'look_for' 'search' 'seek' 'assay'],valid
2284,seem,139,['look' 'appear' 'seem'],valid
2285,segregate,1,['segregate'],valid
2286,seizure,4,,invalid
2287,select,196,['take' 'pick_out' 'choose' 'select'],valid
2288,selfÃÂÂreplicating,1,,invalid
2289,selfÃÂÂreported,1,,invalid
2290,sellaturay,1,,invalid
2291,send,29,"['send_off' 'post' 'charge' 'direct' 'place' 'institutionalise'
 'transport' 'beam' 'transmit' 'station' 'mail' 'institutionalize'
 'get_off' 'air' 'send' 'broadcast' 'send_out' 'ship' 'commit']",valid
2292,sensitive,1,,invalid
2293,sensitize,8,['sensibilise' 'sensify' 'sensitize' 'sensibilize' 'sensitise'],valid
2294,separate,33,"['break' 'ramify' 'fall_apart' 'fork' 'furcate' 'severalise' 'split_up'
 'assort' 'branch' 'disunite' 'come_apart' 'distinguish' 'separate'
 'break_up' 'class' 'differentiate' 'split' 'sort' 'secernate'
 'severalize' 'carve_up' 'single_out' 'classify' 'secern' 'discriminate'
 'tell_apart' 'dissever' 'part' 'divide' 'tell' 'sort_out']",valid
2295,sequence,176,['sequence'],valid
2296,seres,1,,invalid
2297,seroconverted,60,,invalid
2298,seroconverting,5,,invalid
2299,serogroups,2,,invalid
2300,seronegative,38,,invalid
2301,seroprotected,4,,invalid
2302,seroreverted,2,,invalid
2303,serotyped,3,,invalid
2304,serve,129,"['dish' 'service' 'serve_up' 'serve' 'attend_to' 'attend' 'answer'
 'dish_out' 'serve_well' 'suffice' 'process' 'assist' 'function' 'help'
 'do' 'wait_on' 'swear_out' 'dish_up']",valid
2305,sesques,1,,invalid
2306,set,406,"['define' 'rig' 'pose' 'countersink' 'coif' 'position' 'mark' 'localise'
 'jell' 'ready' 'place' 'determine' 'go_down' 'arrange' 'plant' 'gear_up'
 'put' 'sic' 'set_up' 'dress' 'lay_out' 'typeset' 'fructify' 'do'
 'go_under' 'adjust' 'coiffure' 'fix' 'lay' 'specify' 'coiffe' 'limit'
 'localize' 'congeal' 'set' 'prepare' 'correct']",valid
2307,settle,2,"['square_up' 'ensconce' 'finalise' 'patch_up' 'determine' 'go_down'
 'adjudicate' 'square_off' 'nail_down' 'descend' 'decide' 'root'
 'steady_down' 'locate' 'make_up' 'finalize' 'reconcile' 'go_under'
 'take_root' 'conciliate' 'fall' 'subside' 'settle' 'settle_down'
 'resolve' 'sink' 'get_back']",valid
2308,severe,3,,invalid
2309,sexÃÂÂrelated,1,,invalid
2310,sfl,1,,invalid
2311,sftsv,1,,invalid
2312,shake,1,"['agitate' 'stir' 'escape_from' 'sway' 'shake' 'shake_off' 'throw_off'
 'stimulate' 'excite' 'didder' 'rock' 'judder' 'shake_up']",valid
2313,shape,13,"['determine' 'influence' 'shape' 'mold' 'work' 'forge' 'mould' 'form'
 'regulate']",valid
2314,share,42,"['partake' 'apportion' 'share' 'divvy_up' 'portion_out' 'deal'
 'partake_in']",valid
2315,shastri,1,,invalid
2316,shattuck,2,,invalid
2317,sheba,4,,invalid
2318,shed,111,"['throw_away' 'exuviate' 'molt' 'slough' 'spill' 'shake_off' 'throw_off'
 'throw' 'pour_forth' 'moult' 'cast' 'drop' 'cast_off' 'shed' 'disgorge']",valid
2319,shield,5,['harbour' 'harbor' 'shield' 'screen'],valid
2320,shift,14,"['agitate' 'careen' 'stir' 'pitch' 'tilt' 'lurch' 'switch' 'wobble'
 'dislodge' 'shift' 'budge' 'change' 'change_over' 'transfer' 'reposition']",valid
2321,shing,1,,invalid
2322,ship,1,['ship' 'embark' 'send' 'transport'],valid
2323,shiver,3,['thrill' 'throb' 'shudder' 'shiver'],valid
2324,shoot,36,"['fool' 'shoot' 'scud' 'charge' 'snap' 'sprout' 'dart' 'tear' 'blast'
 'dissipate' 'film' 'flash' 'bourgeon' 'fritter' 'take' 'burgeon_forth'
 'scoot' 'dash' 'hit' 'buck' 'shoot_down' 'fool_away' 'frivol_away'
 'germinate' 'pullulate' 'photograph' 'spud' 'pip' 'inject' 'fritter_away']",valid
2325,shorten,13,"['contract' 'shorten' 'expurgate' 'bowdlerize' 'cut' 'foreshorten'
 'abridge' 'castrate' 'bowdlerise' 'reduce' 'abbreviate']",valid
2326,shortlist,1,['shortlist'],valid
2327,shortÃÂÂlived,1,,invalid
2328,show,2186,"['depict' 'record' 'indicate' 'express' 'prove' 'register' 'bear_witness'
 'establish' 'demonstrate' 'demo' 'evidence' 'evince' 'designate' 'shew'
 'picture' 'testify' 'show_up' 'show' 'point' 'usher' 'exhibit' 'render'
 'read' 'present']",valid
2329,shuffle,1,['shamble' 'mix' 'shuffle' 'scuffle' 'ruffle'],valid
2330,sibling,2,,invalid
2331,sickle,3,,invalid
2332,sid,1,,invalid
2333,side,10,['side'],valid
2334,sidi,1,,invalid
2335,sign,14,"['contract' 'sign' 'signal' 'subscribe' 'sign_on' 'signalize' 'ratify'
 'signalise' 'sign_up' 'bless']",valid
2336,signal,39,"['bespeak' 'signal' 'sign' 'betoken' 'indicate' 'point' 'signalize'
 'signalise']",valid
2337,signify,1,['signify' 'stand_for' 'intend' 'mean'],valid
2338,sii,1,,invalid
2339,silence,1,['shut_up' 'silence' 'quieten' 'hush_up' 'still' 'hush'],valid
2340,simplify,3,['simplify'],valid
2341,simulate,9,['imitate' 'simulate' 'copy' 'feign' 'sham' 'assume' 'model'],valid
2342,sinovac,2,,invalid
2343,siscapa,1,,invalid
2344,sit,19,"['sit_around' 'posture' 'pose' 'sit_down' 'sit' 'baby-sit' 'seat' 'model'
 'ride']",valid
2345,skew,7,['skew'],valid
2346,skim,2,"['cream_off' 'skitter' 'skim' 'plane' 'skim_over' 'cream' 'scan'
 'skim_off' 'skip' 'rake' 'run_down' 'glance_over']",valid
2347,skip,2,"['hop' 'skitter' 'skim' 'jump' 'bound_off' 'skip_over' 'decamp' 'cut'
 'hop-skip' 'skip' 'pass_over' 'vamoose']",valid
2348,skÃÂne,1,,invalid
2349,slap,1,['slap'],valid
2350,slaughter,5,['massacre' 'slaughter' 'butcher' 'mow_down'],valid
2351,sleep,5,"['kip' ""log_Z's"" ""catch_some_Z's"" 'sleep' 'slumber']",valid
2352,sleeve,1,,invalid
2353,slelndiscuss,1,,invalid
2354,sligo,1,,invalid
2355,slough,1,['exuviate' 'molt' 'slough' 'moult' 'shed'],valid
2356,slow,19,['slow_down' 'decelerate' 'slack' 'slow_up' 'slacken' 'slow' 'retard'],valid
2357,slt0061700109,1,,invalid
2358,slur,1,['blur' 'dim' 'slur'],valid
2359,smi,9,,invalid
2360,smoke,40,['fume' 'smoke'],valid
2361,smoker,1,,invalid
2362,smolder,5,['smolder' 'smoulder'],valid
2363,smooth,1,['polish' 'shine' 'smooth' 'smooth_out' 'smoothen'],valid
2364,smoulder,3,['smolder' 'smoulder'],valid
2365,snapshot,1,,invalid
2366,sneeze,4,['sneeze'],valid
2367,snomed,1,,invalid
2368,soar,1,['sailplane' 'soar_up' 'surge' 'soar_upwards' 'zoom' 'hang_glide' 'soar'],valid
2369,solicit,87,['woo' 'hook' 'solicit' 'court' 'romance' 'accost' 'tap' 'beg'],valid
2370,solidify,3,['solidify'],valid
2371,solidÃÂÂphase,1,,invalid
2372,solve,4,"['figure_out' 'puzzle_out' 'solve' 'work_out' 'work' 'lick' 'resolve'
 'clear']",valid
2373,sorbent,1,,invalid
2374,sort,1,"['classify' 'separate' 'sieve' 'sort_out' 'screen_out' 'class' 'screen'
 'assort' 'sort']",valid
2375,sosip,1,,invalid
2376,sound,2,['voice' 'sound' 'fathom' 'vocalise' 'vocalize' 'go'],valid
2377,source,12,['source'],valid
2378,sourceweb,1,,invalid
2379,sow,13,['inseminate' 'seed' 'sow' 'sow_in'],valid
2380,sowie,1,,invalid
2381,space,21,['space'],valid
2382,span,17,['cross' 'sweep' 'traverse' 'span'],valid
2383,spar,14,['spar'],valid
2384,spark,9,"['touch_off' 'set_off' 'trigger_off' 'trip' 'sparkle' 'spark' 'spark_off'
 'activate' 'trigger' 'actuate']",valid
2385,speak,3,['talk' 'verbalise' 'address' 'utter' 'speak' 'mouth' 'verbalize'],valid
2386,specialise,2,"['differentiate' 'specify' 'specialise' 'particularise' 'specialize'
 'narrow_down' 'narrow' 'speciate' 'particularize']",valid
2387,specialize,2,"['differentiate' 'specify' 'specialise' 'particularise' 'specialize'
 'narrow_down' 'narrow' 'speciate' 'particularize']",valid
2388,specific,1,,invalid
2389,specify,32,"['define' 'stipulate' 'destine' 'determine' 'assign' 'delineate'
 'nail_down' 'designate' 'qualify' 'delimitate' 'narrow' 'condition'
 'delimit' 'specialise' 'particularise' 'pin_down' 'set_apart'
 'specialize' 'narrow_down' 'fix' 'specify' 'peg_down' 'limit' 'intend'
 'set' 'particularize']",valid
2390,specimens,59,,invalid
2391,speckle,1,['bespeckle' 'speckle' 'stipple'],valid
2392,spectrum,3,,invalid
2393,speculate,18,"['reflect' 'theorize' 'muse' 'hypothesize' 'mull_over' 'chew_over' 'job'
 'speculate' 'mull' 'think_over' 'hypothecate' 'theorise' 'hypothesise'
 'meditate' 'suppose' 'conjecture' 'ruminate' 'ponder' 'contemplate'
 'excogitate']",valid
2394,speed,3,"['pelt_along' 'quicken' 'speed_up' 'speed' 'hotfoot' 'travel_rapidly'
 'step_on_it' 'cannonball_along' 'hie' 'hasten' 'accelerate'
 'bucket_along' 'belt_along' 'zip' 'hurry' 'race' 'rush_along' 'rush']",valid
2395,spend,8,['drop' 'expend' 'pass' 'spend'],valid
2396,spherulites,1,,invalid
2397,spikemlv,1,,invalid
2398,spleen,14,,invalid
2399,splenectomized,3,,invalid
2400,split,15,"['carve_up' 'divide' 'part' 'break' 'burst' 'separate' 'cleave' 'rive'
 'break_up' 'split_up' 'break_open' 'split' 'dissever']",valid
2401,spondyloarthropathies,2,,invalid
2402,sponsor,19,['shop_at' 'shop' 'patronize' 'patronise' 'frequent' 'sponsor' 'buy_at'],valid
2403,spores,1,,invalid
2404,sporulate,2,['sporulate'],valid
2405,spot,2,"['spot' 'descry' 'discern' 'blemish' 'pick_out' 'recognise' 'espy'
 'distinguish' 'fleck' 'spy' 'blot' 'blob' 'make_out' 'tell_apart'
 'recognize']",valid
2406,spotlight,1,['play_up' 'highlight' 'foreground' 'spotlight'],valid
2407,spouse,2,,invalid
2408,spread,240,"['circulate' 'circularise' 'propagate' 'spread' 'open' 'broadcast'
 'disseminate' 'go_around' 'disperse' 'pass_around' 'circularize'
 'distribute' 'fan_out' 'overspread' 'spread_out' 'scatter' 'diffuse'
 'unfold']",valid
2409,spur,1,['goad' 'spur'],valid
2410,sputnik,41,,invalid
2411,spÃÂter,1,,invalid
2412,square,10,['square_up' 'square' 'feather'],valid
2413,squib,1,,invalid
2414,sra,1,,invalid
2415,ssrna,2,,invalid
2416,stabilise,9,['steady' 'stabilise' 'stabilize' 'brace'],valid
2417,stabilize,62,['steady' 'stabilise' 'stabilize' 'brace'],valid
2418,stablished,1,,invalid
2419,staff,5,['staff'],valid
2420,stag,3,"['stag' 'snitch' 'grass' 'shop' 'sleuth' 'shit' 'spy' 'denounce' 'betray'
 'rat' 'tell_on' 'give_away' 'snoop']",valid
2421,stagger,2,['swag' 'careen' 'keel' 'lurch' 'distribute' 'flounder' 'reel' 'stagger'],valid
2422,stagnate,3,['laze' 'stagnate' 'slug' 'idle'],valid
2423,stain,20,['defile' 'sully' 'maculate' 'stain' 'tarnish'],valid
2424,stand,9,"['abide' 'digest' 'resist' 'support' 'suffer' 'stand_up' 'tolerate'
 'place_upright' 'stand' 'stomach' 'put_up' 'fend' 'bear' 'brook'
 'stick_out' 'endure' 'remain_firm']",valid
2425,standardise,22,['standardise' 'standardize'],valid
2426,standardize,42,['standardise' 'standardize'],valid
2427,start,252,"['get_down' 'bulge' 'originate' 'initiate' 'depart' 'embark_on'
 'get_going' 'set_out' 'go' 'start_up' 'set_off' 'lead_off' 'pop_out'
 'take_off' 'commence' 'jump' 'bulge_out' 'bug_out' 'come_out' 'startle'
 'take_up' 'start_out' 'part' 'pop' 'protrude' 'begin' 'set_about' 'start'
 'get' 'set_forth']",valid
2428,state,14,['put_forward' 'tell' 'submit' 'express' 'say' 'state' 'posit'],valid
2429,statementlarge,1,,invalid
2430,station,1,['station' 'send' 'post' 'place'],valid
2431,stay,67,"['stay_put' 'stick' 'detain' 'delay' 'persist' 'quell' 'last_out'
 'continue' 'outride' 'appease' 'stick_around' 'bide' 'stay_on' 'ride_out'
 'rest' 'remain' 'abide' 'stay']",valid
2432,stem,8,['staunch' 'halt' 'stem' 'stanch'],valid
2433,step,2,['maltreat' 'ill-treat' 'tread' 'step' 'pace' 'mistreat' 'ill-use' 'abuse'],valid
2434,sterilize,17,['desex' 'fix' 'sterilize' 'sterilise' 'desexualize' 'unsex' 'desexualise'],valid
2435,sti,1,,invalid
2436,stick,2,"['pose' 'perplex' 'cleave' 'dumbfound' 'wedge' 'beat' 'vex' 'bond'
 'gravel' 'stick_around' 'stupefy' 'mystify' 'sting' 'stay' 'nonplus'
 'stay_put' 'amaze' 'lodge' 'stand_by' 'bewilder' 'baffle' 'stick_to'
 'stick' 'bind' 'puzzle' 'cohere' 'deposit' 'flummox' 'cling' 'stick_by'
 'get' 'adhere' 'hold_fast']",valid
2437,stiffen,1,['stiffen' 'tighten' 'tighten_up' 'constrain'],valid
2438,stigmatise,1,['stigmatise' 'denounce' 'mark' 'stigmatize' 'brand'],valid
2439,stigmatize,2,['stigmatise' 'denounce' 'mark' 'stigmatize' 'brand'],valid
2440,stimulate,127,"['induce' 'stir' 'arouse' 'have' 'shake' 'stimulate' 'brace' 'hasten'
 'cause' 'excite' 'energise' 'perk_up' 'provoke' 'get' 'rush' 'shake_up'
 'make' 'energize']",valid
2441,sting,2,['stick' 'twinge' 'prick' 'burn' 'bite' 'sting'],valid
2442,stir,2,"['invoke' 'budge' 'conjure' 'evoke' 'stimulate' 'call_down' 'shake_up'
 'agitate' 'raise' 'stir' 'shift' 'conjure_up' 'bring_up' 'put_forward'
 'touch' 'arouse' 'call_forth' 'shake' 'excite']",valid
2443,stool,9,"['defecate' 'shit' 'take_a_shit' 'take_a_crap' 'tiller' 'ca-ca' 'crap'
 'make' 'stool']",valid
2444,stop,27,"['give_up' 'break' 'contain' 'finish' 'break_off' 'kibosh' 'barricade'
 'block' 'halt' 'turn_back' 'blockade' 'terminate' 'stop' 'quit'
 'hold_back' 'intercept' 'block_up' 'bar' 'hold_on' 'lay_off' 'arrest'
 'check' 'end' 'stop_over' 'block_off' 'discontinue' 'cease']",valid
2445,stopgap,2,,invalid
2446,store,27,"['stash_away' 'hive_away' 'store' 'salt_away' 'stack_away' 'put_in'
 'lay_in']",valid
2447,strain,67,"['filter' 'filter_out' 'try' 'sift' 'distort' 'strive' 'stress' 'strain'
 'sieve' 'filtrate' 'puree' 'deform' 'tense' 'tense_up' 'extend'
 'separate_out' 'reach']",valid
2448,strand,4,['maroon' 'ground' 'run_aground' 'strand'],valid
2449,stratify,138,['stratify'],valid
2450,streamline,2,['streamline'],valid
2451,strengthen,20,['strengthen' 'beef_up' 'tone' 'tone_up' 'fortify'],valid
2452,streptococcus,7,,invalid
2453,stress,3,"['emphasise' 'accent' 'punctuate' 'try' 'emphasize' 'stress' 'strain'
 'accentuate']",valid
2454,stretch,2,"['stretch' 'elongate' 'debase' 'extend' 'load' 'stretch_out'
 'stretch_along' 'adulterate' 'unfold' 'dilute']",valid
2455,strike,8,"['fall_upon' 'mint' 'happen_upon' 'discover' 'strike' 'assume' 'run_into'
 'collide_with' 'come_upon' 'walk_out' 'excise' 'strickle' 'coin'
 'chance_upon' 'move' 'light_upon' 'expunge' 'come_to' 'impinge_on'
 'chance_on' 'affect' 'take_up' 'fall' 'hit' 'attain' 'scratch' 'impress'
 'shine' 'come_across' 'take']",valid
2456,strip,2,"['denude' 'clean' 'foray' 'unclothe' 'reave' 'despoil' 'ransack' 'bare'
 'strip' 'pillage' 'leach' 'disinvest' 'peel' 'undress' 'discase' 'divest'
 'strip_down' 'deprive' 'disrobe' 'loot' 'dismantle' 'plunder' 'denudate'
 'uncase' 'rifle']",valid
2457,structure,13,['structure'],valid
2458,struggle,5,"['contend' 'shinny' 'sputter' 'clamber' 'skin' 'struggle' 'fight' 'shin'
 'scramble']",valid
2459,study,602,"['canvas' 'analyze' 'meditate' 'examine' 'hit_the_books' 'read' 'learn'
 'analyse' 'contemplate' 'consider' 'take' 'canvass' 'study']",valid
2460,studyo_linovel,1,,invalid
2461,studyusing,1,,invalid
2462,studyÃÂÂs,1,,invalid
2463,stunt,2,['stunt'],valid
2464,subdivide,3,['subdivide'],valid
2465,subdue,3,"['overcome' 'quash' 'chasten' 'get_over' 'master' 'stamp_down' 'tame'
 'repress' 'suppress' 'subordinate' 'subjugate' 'keep_down' 'curb'
 'conquer' 'inhibit' 'surmount' 'subdue' 'mortify' 'crucify' 'reduce']",valid
2466,subject,34,['subjugate' 'submit' 'subject'],valid
2467,submit,31,"['put_forward' 'relegate' 'accede' 'submit' 'take' 'present' 'resign'
 'reconcile' 'render' 'defer' 'subject' 'give_in' 'state' 'bow' 'posit'
 'put_in' 'pass_on']",valid
2468,subset,38,,invalid
2469,subside,6,['subside' 'lessen' 'settle' 'sink'],valid
2470,substantiate,2,"['substantiate' 'support' 'realise' 'incarnate' 'actualize' 'body_forth'
 'confirm' 'sustain' 'embody' 'realize' 'corroborate' 'affirm' 'actualise']",valid
2471,substitute,2,"['step_in' 'exchange' 'deputise' 'replace' 'fill_in' 'substitute'
 'deputize' 'stand_in' 'sub' 'interchange']",valid
2472,subtract,2,['subtract' 'take_off' 'deduct'],valid
2473,subtype,1,,invalid
2474,subtyped,3,,invalid
2475,subtyping,2,,invalid
2476,subvert,1,"['weaken' 'deprave' 'sabotage' 'debauch' 'misdirect' 'profane' 'debase'
 'subvert' 'vitiate' 'demoralize' 'overthrow' 'pervert' 'counteract'
 'overturn' 'bring_down' 'corrupt' 'undermine' 'demoralise' 'countermine']",valid
2477,succeed,3,"['follow' 'succeed' 'bring_home_the_bacon' 'come_after' 'win'
 'come_through' 'deliver_the_goods']",valid
2478,succumb,12,['yield' 'knuckle_under' 'buckle_under' 'give_in' 'succumb'],valid
2479,suckle,3,['wet-nurse' 'give_suck' 'suck' 'lactate' 'breastfeed' 'suckle' 'nurse'],valid
2480,sucrose,2,,invalid
2481,sudeb,1,,invalid
2482,suffer,120,"['have' 'suffer' 'tolerate' 'lose' 'hurt' 'support' 'stand' 'ache'
 'endure' 'digest' 'meet' 'sustain' 'stomach' 'brook' 'abide' 'put_up'
 'bear' 'get' 'stick_out']",valid
2483,suffice,2,['suffice' 'answer' 'serve' 'do'],valid
2484,sufficient,2,,invalid
2485,suggest,1188,"['suggest' 'evoke' 'indicate' 'intimate' 'hint' 'advise' 'propose'
 'paint_a_picture']",valid
2486,suggestive,13,,invalid
2487,suit,7,['befit' 'fit' 'suit' 'become' 'accommodate' 'beseem'],valid
2488,sum,2,"['tally' 'add' 'summarize' 'sum' 'tot_up' 'summarise' 'add_up' 'sum_up'
 'tot' 'summate' 'tote_up' 'add_together' 'total']",valid
2489,summarise,4,['resume' 'summarize' 'sum' 'summarise' 'sum_up'],valid
2490,summarize,56,['resume' 'summarize' 'sum' 'summarise' 'sum_up'],valid
2491,summaryusing,2,,invalid
2492,superimpose,2,['superpose' 'lay_over' 'superimpose'],valid
2493,supersede,1,['supercede' 'supplant' 'supersede' 'supervene_upon' 'replace'],valid
2494,supervise,2,['superintend' 'oversee' 'manage' 'supervise' 'monitor'],valid
2495,supplant,3,['supercede' 'supplant' 'supersede' 'supervene_upon' 'replace'],valid
2496,supplement,13,['append' 'add_on' 'affix' 'supplement'],valid
2497,supply,10,"['provide' 'ply' 'cater' 'add' 'append' 'render' 'issue' 'supply'
 'furnish']",valid
2498,support,234,"['suffer' 'tolerate' 'plunk_for' 'confirm' 'back' 'underpin' 'hold'
 'corroborate' 'plump_for' 'support' 'patronize' 'stand' 'defend' 'affirm'
 'endure' 'digest' 'fend_for' 'keep_going' 'sustain' 'stomach' 'patronage'
 'back_up' 'brook' 'abide' 'endorse' 'substantiate' 'bear_out' 'subscribe'
 'indorse' 'patronise' 'put_up' 'hold_up' 'bear' 'stick_out']",valid
2499,suppose,2,"['speculate' 'suppose' 'guess' 'conjecture' 'presuppose' 'imagine' 'say'
 'opine' 'think' 'reckon' 'hypothesize' 'hypothecate' 'theorise'
 'theorize' 'hypothesise']",valid
2500,suppress,41,"['inhibit' 'subdue' 'crush' 'bottle_up' 'curb' 'stamp_down' 'repress'
 'oppress' 'conquer' 'suppress']",valid
2501,surface,2,"['rise' 'come_up' 'come_out' 'turn_up' 'come_on' 'show_up' 'rise_up'
 'surface' 'coat']",valid
